community_id,size,dominant_tx_type,community_id_comm,avg_amount,recommendation
51539607657,1,deposit,51539607657.0,2825.7749999999996,"Сообщество #51539607657: 1 клиентов, средняя транзакция $2825.77, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_905
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607656,1,deposit,51539607656.0,1038.54,"Сообщество #51539607656: 1 клиентов, средняя транзакция $1038.54, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_902
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607655,1,p2p,51539607655.0,886.7639999999999,"Сообщество #51539607655: 1 клиентов, средняя транзакция $886.76, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_88
Предложить: групповые переводы, совместные цели накопления."
51539607654,1,p2p,51539607654.0,964.66,"Сообщество #51539607654: 1 клиентов, средняя транзакция $964.66, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_876
Предложить: групповые переводы, совместные цели накопления."
51539607653,1,deposit,51539607653.0,2625.175,"Сообщество #51539607653: 1 клиентов, средняя транзакция $2625.18, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_837
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607652,1,deposit,51539607652.0,903.3050000000001,"Сообщество #51539607652: 1 клиентов, средняя транзакция $903.31, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_83
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607651,1,deposit,51539607651.0,990.4033333333333,"Сообщество #51539607651: 1 клиентов, средняя транзакция $990.40, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_828
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607631,1,deposit,51539607631.0,134925.615,"Сообщество #51539607631: 1 клиентов, средняя транзакция $134925.61, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_681
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607629,1,deposit,51539607629.0,3268.2533333333336,"Сообщество #51539607629: 1 клиентов, средняя транзакция $3268.25, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_666
Предложить: накопительные счета, инвестиции с защитой капитала."
1,1,deposit,1.0,1350.3,"Сообщество #1: 1 клиентов, средняя транзакция $1350.30, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1013
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607610,1,deposit,51539607610.0,1050.45,"Сообщество #51539607610: 1 клиентов, средняя транзакция $1050.45, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_533
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607608,1,deposit,51539607608.0,1070.085,"Сообщество #51539607608: 1 клиентов, средняя транзакция $1070.09, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_523
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607607,1,deposit,51539607607.0,1089.86,"Сообщество #51539607607: 1 клиентов, средняя транзакция $1089.86, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_50
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607606,1,deposit,51539607606.0,969.26,"Сообщество #51539607606: 1 клиентов, средняя транзакция $969.26, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_499
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607605,1,deposit,51539607605.0,3850.8,"Сообщество #51539607605: 1 клиентов, средняя транзакция $3850.80, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_497
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607604,1,p2p,51539607604.0,1033.3775,"Сообщество #51539607604: 1 клиентов, средняя транзакция $1033.38, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_488
Предложить: групповые переводы, совместные цели накопления."
51539607603,1,p2p,51539607603.0,1828.51,"Сообщество #51539607603: 1 клиентов, средняя транзакция $1828.51, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_476
Предложить: групповые переводы, совместные цели накопления."
51539607602,1,deposit,51539607602.0,4150.45,"Сообщество #51539607602: 1 клиентов, средняя транзакция $4150.45, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_473
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607601,1,deposit,51539607601.0,1050.7,"Сообщество #51539607601: 1 клиентов, средняя транзакция $1050.70, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_469
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607600,1,p2p,51539607600.0,1031.1425,"Сообщество #51539607600: 1 клиентов, средняя транзакция $1031.14, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_464
Предложить: групповые переводы, совместные цели накопления."
51539607599,1,deposit,51539607599.0,1009.65,"Сообщество #51539607599: 1 клиентов, средняя транзакция $1009.65, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_455
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607598,1,p2p,51539607598.0,884.28,"Сообщество #51539607598: 1 клиентов, средняя транзакция $884.28, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_451
Предложить: групповые переводы, совместные цели накопления."
51539607597,1,deposit,51539607597.0,1350.0,"Сообщество #51539607597: 1 клиентов, средняя транзакция $1350.00, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_405
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607596,1,deposit,51539607596.0,950.94,"Сообщество #51539607596: 1 клиентов, средняя транзакция $950.94, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_399
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607595,1,p2p,51539607595.0,1268.4879999999998,"Сообщество #51539607595: 1 клиентов, средняя транзакция $1268.49, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_392
Предложить: групповые переводы, совместные цели накопления."
51539607594,1,deposit,51539607594.0,1058.81,"Сообщество #51539607594: 1 клиентов, средняя транзакция $1058.81, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_378
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607609,1,deposit,51539607609.0,870.54,"Сообщество #51539607609: 1 клиентов, средняя транзакция $870.54, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_527
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607611,1,p2p,51539607611.0,1090.67,"Сообщество #51539607611: 1 клиентов, средняя транзакция $1090.67, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_535
Предложить: групповые переводы, совместные цели накопления."
51539607628,1,p2p,51539607628.0,1225.46,"Сообщество #51539607628: 1 клиентов, средняя транзакция $1225.46, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_656
Предложить: групповые переводы, совместные цели накопления."
51539607612,1,deposit,51539607612.0,1367.925,"Сообщество #51539607612: 1 клиентов, средняя транзакция $1367.92, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_538
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607627,1,p2p,51539607627.0,1057.49,"Сообщество #51539607627: 1 клиентов, средняя транзакция $1057.49, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_65
Предложить: групповые переводы, совместные цели накопления."
51539607626,1,p2p,51539607626.0,2670.748,"Сообщество #51539607626: 1 клиентов, средняя транзакция $2670.75, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_628
Предложить: групповые переводы, совместные цели накопления."
51539607625,1,deposit,51539607625.0,1072.485,"Сообщество #51539607625: 1 клиентов, средняя транзакция $1072.48, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_618
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607624,1,p2p,51539607624.0,1196.59,"Сообщество #51539607624: 1 клиентов, средняя транзакция $1196.59, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_611
Предложить: групповые переводы, совместные цели накопления."
51539607623,1,p2p,51539607623.0,1094.18,"Сообщество #51539607623: 1 клиентов, средняя транзакция $1094.18, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_596
Предложить: групповые переводы, совместные цели накопления."
51539607622,1,deposit,51539607622.0,873.005,"Сообщество #51539607622: 1 клиентов, средняя транзакция $873.00, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_595
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607621,1,p2p,51539607621.0,1640.98,"Сообщество #51539607621: 1 клиентов, средняя транзакция $1640.98, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_583
Предложить: групповые переводы, совместные цели накопления."
51539607620,1,deposit,51539607620.0,5622.156666666667,"Сообщество #51539607620: 1 клиентов, средняя транзакция $5622.16, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_582
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607619,1,p2p,51539607619.0,1142.3575,"Сообщество #51539607619: 1 клиентов, средняя транзакция $1142.36, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_580
Предложить: групповые переводы, совместные цели накопления."
51539607618,1,p2p,51539607618.0,1083.5520000000001,"Сообщество #51539607618: 1 клиентов, средняя транзакция $1083.55, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_572
Предложить: групповые переводы, совместные цели накопления."
51539607617,1,deposit,51539607617.0,1069.75,"Сообщество #51539607617: 1 клиентов, средняя транзакция $1069.75, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_570
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607616,1,deposit,51539607616.0,89825.28,"Сообщество #51539607616: 1 клиентов, средняя транзакция $89825.28, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_569
Предложить: накопительные счета, инвестиции с защитой капитала."
51539607615,1,p2p,51539607615.0,80632.7536,"Сообщество #51539607615: 1 клиентов, средняя транзакция $80632.75, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_559
Предложить: групповые переводы, совместные цели накопления."
51539607614,1,withdrawal,51539607614.0,397.3880952380952,"Сообщество #51539607614: 1 клиентов, средняя транзакция $397.39, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_555
Предложить: кэшбэк в популярных магазинах (WeChat Pay), программы лояльности."
51539607613,1,deposit,51539607613.0,1950.65,"Сообщество #51539607613: 1 клиентов, средняя транзакция $1950.65, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_545
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542145,1,deposit,60129542145.0,1144.215,"Сообщество #60129542145: 1 клиентов, средняя транзакция $1144.21, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1006
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542146,1,deposit,60129542146.0,1600.55,"Сообщество #60129542146: 1 клиентов, средняя транзакция $1600.55, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1025
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542147,1,deposit,60129542147.0,1250.14,"Сообщество #60129542147: 1 клиентов, средняя транзакция $1250.14, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_1035
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542202,1,deposit,60129542202.0,108925.285,"Сообщество #60129542202: 1 клиентов, средняя транзакция $108925.29, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_461
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542200,1,p2p,60129542200.0,2806.486,"Сообщество #60129542200: 1 клиентов, средняя транзакция $2806.49, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_452
Предложить: групповые переводы, совместные цели накопления."
60129542199,1,deposit,60129542199.0,1362.455,"Сообщество #60129542199: 1 клиентов, средняя транзакция $1362.45, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_442
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542198,1,deposit,60129542198.0,850.13,"Сообщество #60129542198: 1 клиентов, средняя транзакция $850.13, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_435
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542197,1,deposit,60129542197.0,3344.895,"Сообщество #60129542197: 1 клиентов, средняя транзакция $3344.89, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_427
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542196,1,deposit,60129542196.0,3193.103333333333,"Сообщество #60129542196: 1 клиентов, средняя транзакция $3193.10, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_42
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542195,1,deposit,60129542195.0,3236.2149999999997,"Сообщество #60129542195: 1 клиентов, средняя транзакция $3236.21, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_413
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542194,1,deposit,60129542194.0,1110.63,"Сообщество #60129542194: 1 клиентов, средняя транзакция $1110.63, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_410
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542193,1,deposit,60129542193.0,1745.68,"Сообщество #60129542193: 1 клиентов, средняя транзакция $1745.68, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_398
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542192,1,deposit,60129542192.0,1108.6599999999999,"Сообщество #60129542192: 1 клиентов, средняя транзакция $1108.66, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_382
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542191,1,deposit,60129542191.0,1257.75,"Сообщество #60129542191: 1 клиентов, средняя транзакция $1257.75, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_366
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542190,1,p2p,60129542190.0,4623.390394736842,"Сообщество #60129542190: 1 клиентов, средняя транзакция $4623.39, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_357
Предложить: групповые переводы, совместные цели накопления."
60129542189,1,deposit,60129542189.0,1006.84,"Сообщество #60129542189: 1 клиентов, средняя транзакция $1006.84, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_350
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542188,1,p2p,60129542188.0,945.854,"Сообщество #60129542188: 1 клиентов, средняя транзакция $945.85, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_344
Предложить: групповые переводы, совместные цели накопления."
60129542187,1,deposit,60129542187.0,1105.925,"Сообщество #60129542187: 1 клиентов, средняя транзакция $1105.92, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_334
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542186,1,deposit,60129542186.0,1056.0749999999998,"Сообщество #60129542186: 1 клиентов, средняя транзакция $1056.07, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_330
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542201,1,deposit,60129542201.0,1113.0149999999999,"Сообщество #60129542201: 1 клиентов, средняя транзакция $1113.01, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_454
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542203,1,deposit,60129542203.0,3750.65,"Сообщество #60129542203: 1 клиентов, средняя транзакция $3750.65, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_485
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542148,1,withdrawal,60129542148.0,998.47,"Сообщество #60129542148: 1 клиентов, средняя транзакция $998.47, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_1040
Предложить: кэшбэк в популярных магазинах (N/A), программы лояльности."
60129542204,1,deposit,60129542204.0,4741.225,"Сообщество #60129542204: 1 клиентов, средняя транзакция $4741.23, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_489
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542219,1,p2p,60129542219.0,1096.415,"Сообщество #60129542219: 1 клиентов, средняя транзакция $1096.41, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_620
Предложить: групповые переводы, совместные цели накопления."
60129542218,1,deposit,60129542218.0,1371.78,"Сообщество #60129542218: 1 клиентов, средняя транзакция $1371.78, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_610
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542217,1,deposit,60129542217.0,1650.4,"Сообщество #60129542217: 1 клиентов, средняя транзакция $1650.40, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_609
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542216,1,deposit,60129542216.0,2270.3433333333337,"Сообщество #60129542216: 1 клиентов, средняя транзакция $2270.34, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_602
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542215,1,deposit,60129542215.0,1070.865,"Сообщество #60129542215: 1 клиентов, средняя транзакция $1070.87, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_594
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542214,1,p2p,60129542214.0,1223.8039999999999,"Сообщество #60129542214: 1 клиентов, средняя транзакция $1223.80, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_576
Предложить: групповые переводы, совместные цели накопления."
60129542213,1,deposit,60129542213.0,1750.35,"Сообщество #60129542213: 1 клиентов, средняя транзакция $1750.35, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_565
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542212,1,withdrawal,60129542212.0,3372.7925,"Сообщество #60129542212: 1 клиентов, средняя транзакция $3372.79, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_562
Предложить: кэшбэк в популярных магазинах (Amazon), программы лояльности."
60129542211,1,p2p,60129542211.0,1040.58,"Сообщество #60129542211: 1 клиентов, средняя транзакция $1040.58, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_560
Предложить: групповые переводы, совместные цели накопления."
60129542210,1,deposit,60129542210.0,2250.85,"Сообщество #60129542210: 1 клиентов, средняя транзакция $2250.85, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_557
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542209,1,p2p,60129542209.0,1237.435,"Сообщество #60129542209: 1 клиентов, средняя транзакция $1237.43, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_528
Предложить: групповые переводы, совместные цели накопления."
60129542208,1,withdrawal,60129542208.0,5432.1,"Сообщество #60129542208: 1 клиентов, средняя транзакция $5432.10, тип: withdrawal
Рекомендация: Улучшить удержание средств. Лидер: client_519
Предложить: кэшбэк в популярных магазинах (Carrefour), программы лояльности."
60129542207,1,deposit,60129542207.0,1016.6600000000001,"Сообщество #60129542207: 1 клиентов, средняя транзакция $1016.66, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_518
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542206,1,p2p,60129542206.0,1138.1680000000001,"Сообщество #60129542206: 1 клиентов, средняя транзакция $1138.17, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_504
Предложить: групповые переводы, совместные цели накопления."
60129542205,1,p2p,60129542205.0,1084.7450000000001,"Сообщество #60129542205: 1 клиентов, средняя транзакция $1084.75, тип: p2p
Рекомендация: Запустить социальные фичи для группы. Лидер: client_500
Предложить: групповые переводы, совместные цели накопления."
60129542185,1,deposit,60129542185.0,1355.365,"Сообщество #60129542185: 1 клиентов, средняя транзакция $1355.37, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_322
Предложить: накопительные счета, инвестиции с защитой капитала."
60129542184,1,deposit,60129542184.0,839.8662068965517,"Сообщество #60129542184: 1 клиентов, средняя транзакция $839.87, тип: deposit
Рекомендация: Предложить инвестиционные продукты. Лидер: client_316
Предложить: накопительные счета, инвестиции с защитой капитала."
